gvkey,tic,cik,conm
039748,ESAC,0001865506,ESGEN ACQUISITION CORP -REDH
039748,ESACW,0001865506,ESGEN ACQUISITION CORP -REDH
039749,COCO,0001482981,VITA COCO COMPANY INC
039750,PX,0001841968,P10 INC
039751,FLNC,0001868941,FLUENCE ENERGY INC
039752,ML,0001807846,MONEYLION INC
039752,ML.WS,0001807846,MONEYLION INC
039753,UTRS,0001452965,MINERVA SURGICAL INC
039755,THAR,0001861657,THARIMMUNE INC
039756,PTLO,0001871509,PORTILLO'S INC
039757,FMQQ,,FMQQ NXT FRNTR INT & ECO ETF
039758,NUGO,,NUVEEN GROWTH OPPORTUNIT ETF
039759,NUDV,,NUVEEN ESG DIVIDEND ETF
039760,TYA,,SIMPLIFY INT TM TRY FUT STRY
039761,OBND,,SPDR LOOMIS SAYLES OP BD ETF
039762,ECAT,0001864843,BLACKROCK ESG CAPITAL ALL TR
039763,PGSS.U,0001861541,PEGASUS DIGITL MOB ACQ -REDH
039763,PGSS,0001861541,PEGASUS DIGITL MOB ACQ -REDH
039763,PGSS.WS,0001861541,PEGASUS DIGITL MOB ACQ -REDH
039764,PEPLU,0001873324,PEPPERLIME HLTH AQ CRP -REDH
039764,PEPL,0001873324,PEPPERLIME HLTH AQ CRP -REDH
039764,PEPLW,0001873324,PEPPERLIME HLTH AQ CRP -REDH
039765,ETCYF,,EVOLVE CRYPTOCURRENCIES ETF
039765,ETC.,,EVOLVE CRYPTOCURRENCIES ETF
039766,CROP.,,PURPOSE CREDIT OPPO FUND ETF
039767,SSFI,,DAY HAGAN/NED DAVIS RESE ETF
039768,TAGG,,T. ROWE PRICE QM U.S. BD ETF
039769,TOTR,,T. ROWE PRICE TOTAL RTRN ETF
039770,TBUX,,T. ROWE PRICE ULTRA SHRT ETF
039771,IMBIL,,IMEDIA BRANDS INC 8.5 SR NTS
039773,TMTCU,0001879851,TMT ACQUISITION CORP -REDH
039773,TMTC,0001879851,TMT ACQUISITION CORP -REDH
039774,VTYX,0001851194,VENTYX BIOSCIENCES INC
039775,AVRE,,AVANTIS REAL E STATE ETF
039776,AVES,,AVANTIS EMERGI MKT VALUE ETF
039777,AVIV,,AVANTIS INT LRGE CAP VAL ETF
039778,FNGG,,DIREXION DAILY SLCT LRGE CAP
039779,DAT,,PROSHARES BIG DTA REFINR ETF
039780,CTEX,,PROSHARES S&P KNSH CLEAN ETF
039781,MAKX,,PROSHARES S&P KNSH SMART ETF
039782,PROC,0001863362,PROCAPS GROUP S A
039782,PROCW,0001863362,PROCAPS GROUP S A
039783,BHIL,0001830210,BENSON HILL INC
039783,BHILW,0001830210,BENSON HILL INC
039784,VLD,0001825079,VELO3D INC
039784,VLD.WS,0001825079,VELO3D INC
039785,SHPW,0001784851,SHAPEWAYS HOLDINGS INC
039785,SHPWW,0001784851,SHAPEWAYS HOLDINGS INC
039786,VLN,0001863006,VALENS SEMICONDUCTOR LTD
039786,VLN.WS,0001863006,VALENS SEMICONDUCTOR LTD
039787,CCSI,0001866633,CONSENSUS CLOUD SOLUTION INC
039789,SMAPU,0001863990,INFRARED CAMERAS H INC -REDH
039789,MSAI,0001863990,INFRARED CAMERAS H INC -REDH
039789,MSAIW,0001863990,INFRARED CAMERAS H INC -REDH
039791,ROIV,0001635088,ROIVANT SCIENCES LTD
039791,ROIVW,0001635088,ROIVANT SCIENCES LTD
039792,XTOC,,INNOVATOR U.S. ACLT PLUS ETF
039793,QTOC,,INNOVATOR GROWTH ALT PLS ETF
039794,XDOC,,INNOVATOR EQT ACELERATED ETF
039795,XBOC,,INNOVATOR ET ACL 9 BUFER ETF
039796,PSCQ,,PACER SWAN SOS CNSRVTIVE ETF
039797,PSMO,,PACER SWAN SOS MOD (OCT) ETF
039798,PSFO,,PACER SWAN SOS FLEX(OCT) ETF
039799,SIXO,,ALLIANZIM U.S. LRG BUFER ETF
039800,IONQ,0001824920,IONQ INC
039800,IONQ.WS,0001824920,IONQ INC
039801,ABVC,0001173313,ABVC BIOPHARMA INC
039803,RISR,,FOLIOBYND ALT INC INT RT HDG
039804,KORE,0001855457,KORE GROUP HOLDINGS INC
039804,KORGW,0001855457,KORE GROUP HOLDINGS INC
039805,AIP,0001667011,ARTERIS INC
039806,XLO,0001840233,XILIO THERAPEUTICS INC
039807,ADALU,0001853928,ANTHEMIS DIGI AQ I CRP -REDH
039807,ADAL,0001853928,ANTHEMIS DIGI AQ I CRP -REDH
039807,ADALW,0001853928,ANTHEMIS DIGI AQ I CRP -REDH
039808,IVCPU,0001845123,SWIFTMERGE ACQUIS CORP -REDH
039808,IVCP,0001845123,SWIFTMERGE ACQUIS CORP -REDH
039808,IVCPW,0001845123,SWIFTMERGE ACQUIS CORP -REDH
039809,LVACU,0001855450,LAVA MEDTECH ACQ CORP -REDH
039809,LVAC,0001855450,LAVA MEDTECH ACQ CORP -REDH
039809,LVACW,0001855450,LAVA MEDTECH ACQ CORP -REDH
039810,INFA,0001868778,INFORMATICA INC
039810,6251B,0001868778,INFORMATICA INC
039811,RIVN,0001874178,RIVIAN AUTOMOTIVE INC
039811,6159B,0001874178,RIVIAN AUTOMOTIVE INC
039813,LIAN,0001831283,LIANBIO -ADS
039815,WBX,0001866501,WALLBOX NV
039815,WBX.WS,0001866501,WALLBOX NV
039815,7800B,0001866501,WALLBOX NV
039816,PHYT.U,0001848756,PYROPHYTE ACQUISI CORP -REDH
039816,PHYT,0001848756,PYROPHYTE ACQUISI CORP -REDH
039816,PHYT.WS,0001848756,PYROPHYTE ACQUISI CORP -REDH
039817,XFINU,0001852749,EXCELFIN ACQUISIT CORP -REDH
039817,XFIN,0001852749,EXCELFIN ACQUISIT CORP -REDH
039817,XFINW,0001852749,EXCELFIN ACQUISIT CORP -REDH
039818,UDMY,0001607939,UDEMY INC
039819,RENT,0001468327,RENT THE RUNWAY INC
039819,6163B,0001468327,RENT THE RUNWAY INC
039820,ARHS,0001875444,ARHAUS INC
039820,7996B,0001875444,ARHAUS INC
039821,BJDX,0001704287,BLUEJAY DIAGNOSTICS INC
039822,GFS,0001709048,GLOBALFOUNDRIES INC
039823,DTC,0001870600,SOLO BRANDS INC
039824,JAVA,,JPMORGAN ACTIVE VALUE ETF
039825,KEUA,,KRANESHARES EUROPEAN CAR ETF
039826,KCCA,,KRANESHARES CALIFRNA CAR ETF
039827,MDCP,,VICTORYSHARES THB MID CP ETF
039828,UCRD,,VICTORYSHARES CORP BOND ETF
039829,UBND,,VICTORYSHARES C P INTD B ETF
039830,AIRS,0001870940,AIRSCULPT TECHNOLO INC
039831,HRT,0001859285,HIRERIGHT HOLDING CORP
039832,CTRA.P,,COTERRA ENRGY INC -PRO FORMA
039833,MJIN,,ETFMG 2X DILY INVRS ALTR ETF
039834,IOACU,0001854275,ZOOMCAR HOLDINGS INC -REDH
039834,ZCAR,0001854275,ZOOMCAR HOLDINGS INC -REDH
039834,ZCARW,0001854275,ZOOMCAR HOLDINGS INC -REDH
039835,SWAG,0001872525,STRAN & COMPANY INC
039835,SWAGW,0001872525,STRAN & COMPANY INC
039836,OLITU,0001866816,SYNTEC OPTICS HDGS INC -REDH
039836,OPTX,0001866816,SYNTEC OPTICS HDGS INC -REDH
039836,OPTXW,0001866816,SYNTEC OPTICS HDGS INC -REDH
039837,ICNC.U,0001858351,ICONIC SPORTS ACQ CORP -REDH
039837,ICNC,0001858351,ICONIC SPORTS ACQ CORP -REDH
039837,ICNC.WS,0001858351,ICONIC SPORTS ACQ CORP -REDH
039838,PIK,0001861522,KIDPIK CORP
039839,NVCT,0001875558,NUVECTIS PHARMA INC
039841,FDHT,,FIDELITY DIGITAL HEALTH ETF
039842,FRNW,,FIDELITY CLEAN ENERGY ETF
039843,FDRV,,FIDELITY ELECTRIC VHICLS ETF
039844,FCLD,,FIDELITY CLOUD COMPUTING ETF
039845,BLKC,,INVESCO ALRIN BLOCK USRS ETF
039846,SATO,,INVESCO ALERIN CRYPTO EC ETF
039847,MOTE,,VANECK MORNINGSTAR ESG M ETF
039848,GTR,,WISDOMTREE TARGET RANGE FUND
039849,KGRO,,KRANESHARES CHINA INNOVA ETF
039850,SNCE,0001819113,SCIENCE 37 HOLDINGS INC
039851,CPLFF,,COPPERLEAF TECHNOLOGIES INC
039851,CPLF.,,COPPERLEAF TECHNOLOGIES INC
039852,CCTSU,0001865861,CACTUS ACQ CORP 1 LTD -REDH
039852,CCTS,0001865861,CACTUS ACQ CORP 1 LTD -REDH
039852,CCTSW,0001865861,CACTUS ACQ CORP 1 LTD -REDH
039853,LGSTU,0001860871,SEMPER PARATUS ACQ CPR -REDH
039853,LGST,0001860871,SEMPER PARATUS ACQ CPR -REDH
039853,LGSTW,0001860871,SEMPER PARATUS ACQ CPR -REDH
039854,MCAGU,0001859035,MOUNTAIN CREST AQ CP V -REDH
039854,MCAG,0001859035,MOUNTAIN CREST AQ CP V -REDH
039855,ONYXU,0001849548,ONYX ACQUISITION CO I -REDH
039855,ONYX,0001849548,ONYX ACQUISITION CO I -REDH
039855,ONYXW,0001849548,ONYX ACQUISITION CO I -REDH
039856,AEAEU,0001852016,ALTENERGY ACQUISI CORP -REDH
039856,AEAE,0001852016,ALTENERGY ACQUISI CORP -REDH
039856,AEAEW,0001852016,ALTENERGY ACQUISI CORP -REDH
039858,PINK,,SIMPLIFY HEALTH CARE ETF
039860,SONX,0001407973,SONENDO INC
039861,CMTG,0001666291,CLAROS MORTGAGE TRUST INC
039862,USCTU,0001860514,ROTH CH ACQUISITION CO -REDH
039862,USCT,0001860514,ROTH CH ACQUISITION CO -REDH
039862,USCTW,0001860514,ROTH CH ACQUISITION CO -REDH
039863,ONCO,0001782107,ONCONETIX INC
039865,RILYK,,B RILEY FINANCIAL INC SR NT
039867,NRDS,0001625278,NERDWALLET INC
039867,6701B,0001625278,NERDWALLET INC
039868,VAXX,0001851657,VAXXINITY INC
039869,TRDA,0001689375,ENTRADA THERAPUTIS INC
039871,OHAAU,0001870778,OPY ACQUISITION CORP I -REDH
039871,OHAA,0001870778,OPY ACQUISITION CORP I -REDH
039871,OHAAW,0001870778,OPY ACQUISITION CORP I -REDH
039872,AURA,0001501796,AURA BIOSCIENCES INC
039873,BDCTF,0001576159,BUILDDIRECT.COM TECHNOLO INC
039873,BILD.,0001576159,BUILDDIRECT.COM TECHNOLO INC
039874,LPTV,0001643988,LOOP MEDIA INC
039875,GWH,0001819438,ESS TECH INC
039875,GWH.WS,0001819438,ESS TECH INC
039876,IQMDU,0001850051,INTELLIGENT MED AQ COP -REDH
039876,IQMD,0001850051,INTELLIGENT MED AQ COP -REDH
039876,IQMDW,0001850051,INTELLIGENT MED AQ COP -REDH
039877,RGF,0001871149,THE REAL GOOD FOOD CO INC
039878,GVCIU,0001858503,GREEN VISOR FIN TEC I -REDH
039878,GVCI,0001858503,GREEN VISOR FIN TEC I -REDH
039878,GVCIW,0001858503,GREEN VISOR FIN TEC I -REDH
039879,MYNZ,0001874252,MAINZ BIOMED N V
039882,LVLU,0001780201,LULU'S FASHION LOUN HOLD INC
039883,BCBCF,,BC BUD CORP (THE)
039884,BTRMF,0001997773,BATTERY MINRL RESO CORP
039884,BMR.,0001997773,BATTERY MINRL RESO CORP
039885,MPRAU,0001965143,NVNI GROUP LTD  -REDH
039885,NVNI,0001965143,NVNI GROUP LTD  -REDH
039885,NVNIW,0001965143,NVNI GROUP LTD  -REDH
039886,USER,0001557127,USERTESTING INC
039887,CIAN,0001867752,CIAN PLC
039888,USBF,,ISHARES USD BOND FACTOR ETF
039889,MMSC,,FIRST TRUST MULTI SMA CA ETF
039890,GREEL,,GREENIDGE GENERATION HLD INC
039891,FNVTU,0001857855,FINNOVATE ACQUISI CORP -REDH
039891,FNVT,0001857855,FINNOVATE ACQUISI CORP -REDH
039891,FNVTW,0001857855,FINNOVATE ACQUISI CORP -REDH
039892,MSSAU,0001882464,METAL SKY STAR ACQ CRP -REDH
039892,MSSA,0001882464,METAL SKY STAR ACQ CRP -REDH
039892,MSSAW,0001882464,METAL SKY STAR ACQ CRP -REDH
039893,TLGYU,0001879814,TLGY ACQUISITION CORP -REDH
039893,TLGY,0001879814,TLGY ACQUISITION CORP -REDH
039893,TLGYW,0001879814,TLGY ACQUISITION CORP -REDH
039894,RUFF,,ALPHA DOG ETF
039895,EXFY,0001476840,EXPENSIFY INC
039895,7761B,0001476840,EXPENSIFY INC
039895,7762B,0001476840,EXPENSIFY INC
039896,TOACU,0001860482,TALON 1 ACQUISITI CORP -REDH
039896,TOAC,0001860482,TALON 1 ACQUISITI CORP -REDH
039896,TOACW,0001860482,TALON 1 ACQUISITI CORP -REDH
039897,SCUA.U,0001853594,SCULPTOR ACQUIS CORP I -REDH
039897,SCUA,0001853594,SCULPTOR ACQUIS CORP I -REDH
039897,SCUA.WS,0001853594,SCULPTOR ACQUIS CORP I -REDH
039899,IOBT,0001865494,IO BIOTECH INC
039901,CINT,0001868995,CI&T INC
039901,7753B,0001868995,CI&T INC
039902,TCBX,0001781730,THIRD COAST BANCSHARES INC
039903,CNDB.U,0001851961,CONCORD ACQUI CORP III -REDH
039903,CNDB,0001851961,CONCORD ACQUI CORP III -REDH
039903,CNDB.WS,0001851961,CONCORD ACQUI CORP III -REDH
039907,TSVT,0001860782,2SEVENTY BIO INC
039908,ENJYQ,0001830180,LEGACY EJY INC
039909,BKKT,0001820302,BAKKT HOLDINGS INC
039909,BKKT.WS,0001820302,BAKKT HOLDINGS INC
039910,BLZE,0001462056,BACKBLAZE INC
039910,7254B,0001462056,BACKBLAZE INC
039912,NRSN,0001875091,NEUROSENSE THERAPEUTICS LTD
039912,NRSNW,0001875091,NEUROSENSE THERAPEUTICS LTD
039914,WEAV,0001609151,WEAVE COMMUNICATI INC
039915,MNTN.U,0001863719,EVEREST CONSL ACQ CORP -REDH
039915,MNTN,0001863719,EVEREST CONSL ACQ CORP -REDH
039915,MNTN.WS,0001863719,EVEREST CONSL ACQ CORP -REDH
039920,BITO,,PROSHARES BITCOIN STRTGY ETF
039923,SVNAU,0001850699,7 ACQUISITION CORPORAT -REDH
039923,SVNA,0001850699,7 ACQUISITION CORPORAT -REDH
039923,SVNAW,0001850699,7 ACQUISITION CORPORAT -REDH
039925,RRAC.U,0001860879,RIGEL RESOURCE ACQ CRP -REDH
039925,RRAC,0001860879,RIGEL RESOURCE ACQ CRP -REDH
039925,RRAC.WS,0001860879,RIGEL RESOURCE ACQ CRP -REDH
039926,MAAQU,0001870144,CARDIO DIAGNOSTICS HOLDI INC
039926,CDIO,0001870144,CARDIO DIAGNOSTICS HOLDI INC
039926,CDIOW,0001870144,CARDIO DIAGNOSTICS HOLDI INC
039927,HEMC.,,HORIZONS EMERGING MARKETS LE
039928,HHH.1,,ETFMG REAL ESTATE TECH ETF
039929,PRLPF,,PROPEL HOLDINGS INC
039929,PRL.,,PROPEL HOLDINGS INC
039931,NVTS,0001821769,NAVITAS SEMICONDUCTOR CORP
039931,NVTSW,0001821769,NAVITAS SEMICONDUCTOR CORP
039932,EQUL,,IQ ENGENDER EQUALITY ETF
039933,CLNR,,IQ CLEANER TRANSPORT ETF
039934,OCEN,,IQ CLEAN OCEANS ETF
039935,MIR,0001809987,MIRION TECHNOLOGIES INC
039935,MIR.WS,0001809987,MIRION TECHNOLOGIES INC
039936,GDNRU,0001858912,GARDINER HEAL ACQ  COR -REDH
039936,GDNR,0001858912,GARDINER HEAL ACQ  COR -REDH
039936,GDNRW,0001858912,GARDINER HEAL ACQ  COR -REDH
039937,AUST,0001817740,AUSTIN GOLD CORP
039938,BBLNF,0001866390,BABYLON HOLDINGS LTD
039938,BBLN.WS,0001866390,BABYLON HOLDINGS LTD
039938,7778B,0001866390,BABYLON HOLDINGS LTD
039939,BTF,,VALKYRIE BITCOIN A ETHER STR
039941,DERM,0001867066,JOURNEY MEDICAL CORPO
039941,7994B,0001867066,JOURNEY MEDICAL CORPO
039942,BRZE,0001676238,BRAZE INC
039942,7736B,0001676238,BRAZE INC
039944,FXCOU,0001817565,FINANCIAL STRG AQ COP - REDH
039944,FXCO,0001817565,FINANCIAL STRG AQ COP - REDH
039944,FXCOW,0001817565,FINANCIAL STRG AQ COP - REDH
039945,SEVCQ,0001840416,SONO GROUP NV
039945,8159B,0001840416,SONO GROUP NV
039947,VMGAU,0001875943,VMG CONSUMER ACQU CORP -REDH
039947,VMGA,0001875943,VMG CONSUMER ACQU CORP -REDH
039947,VMGAW,0001875943,VMG CONSUMER ACQU CORP -REDH
039948,RCF.U,0001870143,RCF ACQUISITION CORP -REDH
039948,RCFA,0001870143,RCF ACQUISITION CORP -REDH
039948,RCFA.WS,0001870143,RCF ACQUISITION CORP -REDH
039949,DPCSU,0001857803,DP CAP ACQUISIT CORP I -REDH
039949,DPCS,0001857803,DP CAP ACQUISIT CORP I -REDH
039949,DPCSW,0001857803,DP CAP ACQUISIT CORP I -REDH
039950,GAQ.U,0001852061,GENERATION AS I AC LTD -REDH
039950,GAQ,0001852061,GENERATION AS I AC LTD -REDH
039951,SABS,0001833214,SAB BIOTHERAPEUTICS INC
039951,SABSW,0001833214,SAB BIOTHERAPEUTICS INC
039952,HNNAZ,,HENNESSY ADV INC 4.875 NOTES
039953,8077B,,Q4 INC
039953,QFOR.,,Q4 INC
039954,RDBX,0001820201,REDBOX ENTERTAINMENT INC
039954,RDBXW,0001820201,REDBOX ENTERTAINMENT INC
039955,CMHSF,0001838086,COMPREHENSIVE HEALTH SYS INC
039955,CHS.,0001838086,COMPREHENSIVE HEALTH SYS INC
039956,APGT,0001353538,APPGATE INC
039957,JGGCU,0001967478,CAPTIVISION INC -REDH
039957,CAPT,0001967478,CAPTIVISION INC -REDH
039957,CAPTW,0001967478,CAPTIVISION INC -REDH
039958,JUN.U,0001838814,JUNIPER II CORP -REDH
039958,JUN,0001838814,JUNIPER II CORP -REDH
039958,JUN.WS,0001838814,JUNIPER II CORP -REDH
039959,TCBPW,0001872812,TC BIOPHARM HOLDINGS PLC
039959,TCBP,0001872812,TC BIOPHARM HOLDINGS PLC
039960,IREN,0001878848,IRIS ENERGY LTD
039961,SG,0001477815,SWEETGREEN INC
039961,6670B,0001477815,SWEETGREEN INC
039962,LYLTQ,0001870997,LOYALTY VENTURES INC
039963,KD,0001867072,KYNDRYL HOLDINGS INC
039964,REFI,0001867949,CHICAGO ATLANTIC REA E F INC
039965,CMCAU,0001865248,CAPITALWORKS EM M A CO -REDH
039965,CMCA,0001865248,CAPITALWORKS EM M A CO -REDH
039965,CMCAW,0001865248,CAPITALWORKS EM M A CO -REDH
039966,SUAC.U,0001885461,SHOULDERUP TEC ACQ COR -REDH
039966,SUAC,0001885461,SHOULDERUP TEC ACQ COR -REDH
039966,SUAC.WS,0001885461,SHOULDERUP TEC ACQ COR -REDH
039968,OND,,PROSHARES ON-DEMAND ETF
039969,TINY,,PROSHARES NANOTECHNOLOGY ETF
039970,TINT,,PROSHARES SMART MATERIAL ETF
039971,EICA,,EAGLE POINT IN CO INC 5 PRF
039972,QQMG,,INVESCO ESG NASDAQ 100 ETF
039973,QQJG,,INVESCO ESG NASDAQ N 100 ETF
039974,BUFG,,FT VEST BUFFERED A GROW ETF
039975,BUFT,,FT VEST BUFFERED AL DEFE ETF
039976,MEGI,0001855066,MAINSTAY CBRE GLO I M T FUND
039977,BLDR.,,HORIZONS NORTH AMERICAN  ETF
039978,HVAX.,,HORIZONS GLOBL VACIE IDX ETF
039979,TDG.,0001972589,TDG GOLD CORP
039980,LFACU,0001851266,LF CAPITAL ACQU COR II -REDH
039980,LFAC,0001851266,LF CAPITAL ACQU COR II -REDH
039980,LFACW,0001851266,LF CAPITAL ACQU COR II -REDH
039981,HOUR,0001874875,HOUR LOOP INC
039982,CREUF,0001851230,CRESCERA CAPI ACQ CORP -REDH
039982,CREEF,0001851230,CRESCERA CAPI ACQ CORP -REDH
039982,CRWWF,0001851230,CRESCERA CAPI ACQ CORP -REDH
039983,RRH,,ADVOCATE RISING RATE HDG ETF
039984,SUBS,,FOUNT SUBSCRIPTION ECONO ETF
039985,MTVR,,FOUNT METAVERSE ETF
039986,BTCR,,VOLT CRYPTO INDUSTRY REV ETF
039987,BYTE,,ROUNDHILL IO DIGITAL INF ETF
039988,OFSSH,,OFS CAPITL CORP NOTS DU 2028
039989,BXSL,0001736035,BLACKSTONE SECURED LENDING F
039991,INTS,0001567264,INTENSITY THERAPEUTICS INC
039992,NN,0001865631,NEXTNAV INC
039993,JWACU,0001957413,CHIJET MOTOR CO INC -REDH
039993,CJET,0001957413,CHIJET MOTOR CO INC -REDH
039994,BTTX,0001832415,BETTER THERAPEUTICS INC
039995,NEE.PN,,NEXTERA ENERGY CP HLG INC NT
039996,AIBBU,0001882963,AIB ACQUISITION CORP -REDH
039996,AIB,0001882963,AIB ACQUISITION CORP -REDH
039997,NU,0001691493,NU HOLDINGS LTD
039997,7257B,0001691493,NU HOLDINGS LTD
039998,EFHTU,0001922858,ECD AUTOMOTIVE DES INC -REDH
039998,ECDA,0001922858,ECD AUTOMOTIVE DES INC -REDH
039998,ECDAW,0001922858,ECD AUTOMOTIVE DES INC -REDH
040004,SGIIU,0001869824,SEAPORT GBL ACQ II CRP -REDH
040004,SGII,0001869824,SEAPORT GBL ACQ II CRP -REDH
040004,SGIIW,0001869824,SEAPORT GBL ACQ II CRP -REDH
040008,ARIZU,0001882078,ARISZ ACQUISITION CORP -REDH
040008,ARIZ,0001882078,ARISZ ACQUISITION CORP -REDH
040008,ARIZW,0001882078,ARISZ ACQUISITION CORP -REDH
040015,LTRY,0001673481,LOTTERY COM INC
040015,LTRYW,0001673481,LOTTERY COM INC
040016,EDBL,0001809750,EDIBLE GARDEN AG INC
040016,EDBLW,0001809750,EDIBLE GARDEN AG INC
040024,MTEK,0001872964,MARIS-TECH LTD
040024,MTEKW,0001872964,MARIS-TECH LTD
040028,JPIE,,JPMORGAN INCOME ETF
040032,HEQT,,SIMPLIFY HEDGED EQUITY ETF
040036,CASH.,,HORIZONS HIGH INT SAVING ETF
040040,NFNT.U,0001862327,INFINITE ACQUISIT CORP -REDH
040040,NFNT,0001862327,INFINITE ACQUISIT CORP -REDH
040040,NFNT.WS,0001862327,INFINITE ACQUISIT CORP -REDH
040048,MFUL,,MINDFUL CONSERVATIVE ETF
040052,MOHR,,MOHR GROWTH ETF
040056,RULE,,ADAPTIVE CORE ETF
040060,NTZO,,IMPACT SHARES MSCI GLOB  ETF
040064,GLDX,,USCF GOLD STRATEGY PL IN ETF
040068,DTLIF,,D2L INC
040068,DTOL.,,D2L INC
040068,8409B,,D2L INC
040072,ALORU,0001883962,ALSP ORCHID ACQU COR I -REDH
040072,ALOR,0001883962,ALSP ORCHID ACQU COR I -REDH
040072,ALORW,0001883962,ALSP ORCHID ACQU COR I -REDH
040080,WEL.U,0001877557,INTEGRATED WEL ACQ COR -REDH
040080,WEL,0001877557,INTEGRATED WEL ACQ COR -REDH
040080,WEL.WS,0001877557,INTEGRATED WEL ACQ COR -REDH
040084,VHNAU,0001868640,ROADZEN INC
040084,RDZN,0001868640,ROADZEN INC
040084,RDZNW,0001868640,ROADZEN INC
040092,ACHR,0001824502,ARCHER AVIATION INC
040092,ACHR.WS,0001824502,ARCHER AVIATION INC
040092,7724B,0001824502,ARCHER AVIATION INC
040096,GMFIU,0001866547,AETHERIUM ACQUISI CORP -REDH
040096,GMFI,0001866547,AETHERIUM ACQUISI CORP -REDH
040096,GMFIW,0001866547,AETHERIUM ACQUISI CORP -REDH
040108,PRM,0001880319,PERIMETER SOLUTIONS SA
040112,HSPN.,,HARVEST DIG SP & ENT IND ETF
040112,HSPN.U,,HARVEST DIG SP & ENT IND ETF
040116,MULN,0001499961,MULLEN AUTOMOTIVE INC
040120,GEEXU,0001856774,GAMES & ESPORTS EXP AQ -REDH
040120,GEEX,0001856774,GAMES & ESPORTS EXP AQ -REDH
040120,GEEXW,0001856774,GAMES & ESPORTS EXP AQ -REDH
040124,HCMAU,0001845368,HCM ACQUISITION CORP -REDH
040124,HCMA,0001845368,HCM ACQUISITION CORP -REDH
040124,HCMAW,0001845368,HCM ACQUISITION CORP -REDH
040128,ADRT.U,0001864032,AULT DISRUPT TECH CORP -REDH
040128,ADRTW,0001864032,AULT DISRUPT TECH CORP -REDH
040128,ADRT,0001864032,AULT DISRUPT TECH CORP -REDH
040132,LGTOU,0001883814,SOUTHLAND HOLDINGS INC
040132,SLND,0001883814,SOUTHLAND HOLDINGS INC
040132,SLND.WS,0001883814,SOUTHLAND HOLDINGS INC
040176,AQGX,,AI QUALITY GROWTH ETF
040196,RHTX,,RH TACTICAL OUTLOOK ETF
040200,RHRX,,RH TACTICAL ROTATION ETF
040208,BOCNU,0001856961,BLUE OCEAN ACQ CORP
040208,BOCN,0001856961,BLUE OCEAN ACQ CORP
040208,BOCNW,0001856961,BLUE OCEAN ACQ CORP
040212,SARK,,AXS SHORT INNOVATION DLY ETF
040224,ROCAU,0001884516,DRILLING TOOLS INTERNAT CORP
040224,DTI,0001884516,DRILLING TOOLS INTERNAT CORP
040233,FOSLL,,FOSSIL GROUP INC 7 SENIOR
040234,PLSH,0001552189,PANACEA LIFE SCIENCS HOL INC
040235,ROCLU,0001885998,ROTH CH ACQUISITI V CO -REDH
040235,ROCL,0001885998,ROTH CH ACQUISITI V CO -REDH
040235,ROCLW,0001885998,ROTH CH ACQUISITI V CO -REDH
040236,TNON,0001560293,TENON MEDICAL INC
040236,TNONW,0001560293,TENON MEDICAL INC
040237,GNTA,0001838716,GENENTA SCIENCE S.P.A.
040238,UDEF.,,MANULIFE SMT US EQ ETF (HED)
040238,UDEF.B,,MANULIFE SMT US EQ ETF (HED)
040239,CDEF.,,MANULIFE SMART DEFENS EQ ETF
040240,HFGO,,HARTFORD LARGE CAP GROTH ETF
040241,ELQD,,ISHARES ESG ADV INV COR ETF
040242,EICCF,,E AUTOMOTIVE INC
040242,EINC.,,E AUTOMOTIVE INC
040243,UTAAU,0001879221,UTA ACQUISITION CORP -REDH
040243,UTAA,0001879221,UTA ACQUISITION CORP -REDH
040243,UTAWF,0001879221,UTA ACQUISITION CORP -REDH
040244,GMET,,VANECK GREEN METALS ETF
040245,GDOC,,GOLDMAN SAC HEALTH CARE ETF
040246,GBUY,,GOLDMAN SAC CONSUMER EQU ETF
040247,GREI,,GOLDMAN SAC REAL EST AND ETF
040248,ONL,0001873923,ORION OFFICE REIT INC
040249,PACI.U,0001881172,VOLATO GROUP INC -REDH
040249,SOAR,0001881172,VOLATO GROUP INC -REDH
040249,SOAR.WS,0001881172,VOLATO GROUP INC -REDH
040251,EVE.U,0001861121,EVE MOBILITY ACQU CORP -REDH
040251,EVE,0001861121,EVE MOBILITY ACQU CORP -REDH
040251,EVE.WS,0001861121,EVE MOBILITY ACQU CORP -REDH
040253,BIOSU,0001856653,BIOPLUS ACQUISITI CORP -REDH
040253,BIOS,0001856653,BIOPLUS ACQUISITI CORP -REDH
040253,BIOSW,0001856653,BIOPLUS ACQUISITI CORP -REDH
040254,QQJE.,,INVESCO ESG NXT GEN 100 ETF
040254,QQJE.F,,INVESCO ESG NXT GEN 100 ETF
040255,QQCE.F,,INVESCO ESG NASDAQ INDEX ETF
040255,QQCE.,,INVESCO ESG NASDAQ INDEX ETF
040256,AHHX,,ADAPTIVE HIGH INCOME ETF
040257,AMAX,,RH HEDGED MULTI-ASSET ETF
040258,STET.U,0001858684,ST ENERGY TRANSITI LTD -REDH
040258,STET,0001858684,ST ENERGY TRANSITI LTD -REDH
040258,STETW,0001858684,ST ENERGY TRANSITI LTD -REDH
040259,DAOOU,0001870471,CRYPTO 1 ACQUISI CORP -REDH
040259,DAOO,0001870471,CRYPTO 1 ACQUISI CORP -REDH
040259,DAOOW,0001870471,CRYPTO 1 ACQUISI CORP -REDH
